itemid,categoryid,parentid,category_depth
379207,988,727,2
379208,819,798,2
379209,130,145,2
379210,437,92,2
379211,598,362,2
379212,1408,1259,2
379213,1480,1398,2
379214,1489,1009,2
379215,1193,1453,3
379216,518,362,2
379217,406,872,2
379218,619,145,2
379220,1634,143,2
379221,1051,955,3
379222,316,605,2
379224,977,871,2
379225,1084,194,3
379226,330,986,2
379227,1142,485,3
379228,1542,745,3
379229,1250,1423,2
379230,739,1181,3
379231,256,1257,2
379232,479,520,4
379233,1250,1423,2
379234,342,500,2
379235,224,1487,3
379237,239,1515,3
379238,1210,1259,2
379239,1114,113,2
379240,268,138,4
379241,686,594,3
379242,928,20,3
379244,1577,362,2
379245,1320,879,2
379246,769,587,2
379248,173,788,2
379250,1301,1034,2
379251,242,1531,2
379252,173,788,2
379253,769,587,2
379254,429,113,2
379255,1593,1673,2
379256,381,1482,1
379257,173,788,2
379258,1142,485,3
379259,1503,580,3
379260,1578,1249,2
379261,429,113,2
379262,1250,1423,2
379263,1483,561,2
379264,1298,335,3
379265,496,893,3
379266,1163,561,2
379267,1663,1398,2
379268,706,713,3
379270,1286,854,2
379271,1255,587,2
379272,1685,339,3
379273,797,213,3
379274,561,395,1
379275,491,679,1
379276,928,20,3
379277,706,713,3
379278,1303,252,3
379279,1378,322,3
379280,1343,25,2
379281,130,145,2
379282,1070,1423,2
379283,769,587,2
379284,617,131,3
379285,1254,520,4
379287,575,1257,2
379288,1051,955,3
379289,389,1259,2
379290,650,1416,2
379292,917,1374,3
379293,959,1095,3
379294,531,1058,3
379295,429,113,2
379296,1250,1423,2
379298,1286,854,2
379299,1504,587,2
379300,691,1079,3
379301,1434,1136,3
379302,209,293,2
379303,64,206,3
379304,403,1687,3
379305,1116,1497,2
379306,936,143,2
379307,278,362,2
379308,1113,1145,3
379309,1298,335,3
379310,437,92,2
379311,1694,1621,2
379312,173,788,2
379314,342,500,2
379315,48,500,2
379316,1483,561,2
379317,1432,362,2
379318,284,1009,2
379319,887,206,3
379320,842,1518,3
379321,289,1416,2
379322,311,1259,2
379324,1393,1383,3
379325,342,500,2
379327,50,312,2
379328,1645,1534,3
379330,173,788,2
379331,1312,713,3
379332,173,788,2
379333,1142,485,3
379334,330,986,2
379335,1114,113,2
379336,1301,1034,2
379337,589,1308,3
379338,1677,896,3
379339,1560,293,2
379340,624,871,2
379341,342,500,2
379342,1560,293,2
379343,1483,561,2
379344,1117,14,3
379345,1301,1034,2
379346,610,1239,3
379347,507,1546,3
379348,84,1308,3
379349,844,1458,3
379350,342,500,2
379351,469,1383,3
379352,1007,485,3
379353,342,500,2
379355,1250,1423,2
379356,589,1308,3
379357,1,854,2
379358,1113,1145,3
379359,1404,593,2
379361,618,105,2
379362,1221,1426,2
379363,218,116,3
379364,1250,1423,2
379365,739,1181,3
379366,1421,105,2
379368,730,1482,1
379369,1172,810,2
379371,342,500,2
379372,184,1009,2
379374,828,293,2
379376,535,426,3
379378,173,788,2
379380,389,1259,2
379381,342,500,2
379382,1264,1687,3
379384,1282,25,2
379385,1179,580,3
379386,800,383,3
379387,473,1058,3
379388,1282,25,2
379389,991,1259,2
379390,678,250,1
379391,1205,580,3
379392,130,145,2
379394,1560,293,2
379395,1616,827,3
379396,64,206,3
379397,695,959,4
379398,84,1308,3
379399,1343,25,2
379400,330,986,2
379401,491,679,1
379402,1277,312,2
379403,48,500,2
379404,1301,1034,2
379405,1196,1181,3
379406,429,113,2
379407,1542,745,3
379408,936,143,2
379409,374,131,3
379410,324,1145,3
379411,342,500,2
379412,481,1009,2
379413,686,594,3
379414,1250,1423,2
379415,1663,1398,2
379416,173,788,2
379418,1069,362,2
379419,1685,339,3
379420,844,1458,3
379421,1076,986,2
379422,64,206,3
379423,508,362,2
379424,1221,1426,2
379425,595,186,3
379426,973,20,3
379427,342,500,2
379428,1026,351,2
379429,936,143,2
379430,1172,810,2
379431,1255,587,2
379432,1173,805,3
379433,126,871,2
379434,1084,194,3
379435,1248,1368,3
379436,1076,986,2
379438,184,1009,2
379439,1680,587,2
379440,1312,713,3
379441,1404,593,2
379442,1320,879,2
379443,769,587,2
379444,209,293,2
379445,1390,121,3
379446,806,1497,2
379447,1196,1181,3
379449,1163,561,2
379450,389,1259,2
379451,173,788,2
379452,1639,1181,3
379453,374,131,3
379454,1603,520,4
379455,575,1257,2
379456,64,206,3
379457,844,1458,3
379458,1301,1034,2
379459,1258,1386,4
379461,1388,1249,2
379463,1504,587,2
379464,1419,362,2
379465,403,1687,3
379466,227,602,2
379467,1188,1497,2
379468,461,1229,2
379469,1130,1323,3
379470,769,587,2
379471,1378,322,3
379473,173,788,2
379474,582,590,3
379475,92,653,1
379476,1603,520,4
379477,1007,485,3
379478,1461,1215,3
379479,449,1139,2
379480,342,500,2
379481,373,340,4
379482,1172,810,2
379483,421,1424,2
379484,380,1453,3
379485,1645,1534,3
379486,1378,322,3
379487,450,1492,3
379488,1694,1621,2
379489,209,293,2
379490,1483,561,2
379492,333,1497,2
379493,1434,1136,3
379495,1441,1566,2
379496,828,293,2
379497,1002,879,2
379498,1007,485,3
379499,619,145,2
379500,267,1566,2
379501,315,131,3
379502,342,500,2
379503,173,788,2
379505,208,33,2
379506,988,727,2
379507,342,500,2
379508,508,362,2
379509,669,1266,3
379510,65,293,2
379511,1355,312,2
379512,173,788,2
379513,790,1492,3
379514,996,1259,2
379515,618,105,2
379516,1483,561,2
379517,531,1058,3
379518,984,827,3
379519,1073,580,3
379520,29,1678,2
379521,1500,1515,3
379522,741,362,2
379524,1070,1423,2
379525,1255,587,2
379526,769,587,2
379527,1342,362,2
379528,1680,587,2
379530,1287,1009,2
379531,368,901,2
379533,746,1200,2
379535,691,1079,3
379537,492,362,2
379538,1493,594,3
379539,324,1145,3
379540,1070,1423,2
379541,50,312,2
379542,687,933,2
379543,1073,580,3
379544,70,8,3
379545,496,893,3
379546,209,293,2
379547,1250,1423,2
379548,354,1009,2
379549,1007,485,3
379551,352,859,1
379552,242,1531,2
379553,1007,485,3
379554,1179,580,3
379555,356,92,2
379556,32,1687,3
379557,1007,485,3
379559,769,587,2
379560,508,362,2
379561,227,602,2
379562,1650,1426,2
379563,1007,485,3
379564,650,1416,2
379565,475,1550,3
379566,911,1531,2
379567,1118,727,2
379568,414,206,3
379569,1510,1009,2
379570,1611,1081,2
379571,310,1139,2
379572,236,647,3
379573,1244,500,2
379574,1665,945,2
379575,389,1259,2
379576,959,1095,3
379578,450,1492,3
379580,1173,805,3
379581,1179,580,3
379582,769,587,2
379583,1231,901,2
379584,1286,854,2
379585,562,986,2
379586,828,293,2
379587,730,1482,1
379588,1070,1423,2
379589,741,362,2
379590,1533,602,2
379591,508,362,2
379592,1358,1009,2
379593,1253,127,3
379594,1022,252,3
379595,1301,1034,2
379598,1196,1181,3
379599,1073,580,3
379600,958,1041,4
379601,1253,127,3
379603,195,1079,3
379604,1680,587,2
379606,1393,1383,3
379607,342,500,2
379608,518,362,2
379609,1114,113,2
379612,610,1239,3
379613,977,871,2
379614,1113,1145,3
379615,1002,879,2
379616,1205,580,3
379617,1069,362,2
379618,585,1292,3
379620,225,593,2
379621,561,395,1
379622,1393,1383,3
379623,282,113,2
379624,1542,745,3
379625,1560,293,2
379626,769,587,2
379627,1301,1034,2
379628,739,1181,3
379629,1007,485,3
379630,1680,587,2
379631,25,1490,1
379632,1169,92,2
379633,976,1009,2
379634,342,500,2
379636,1142,485,3
379637,491,679,1
379638,561,395,1
379639,845,1430,3
379640,327,92,2
379641,683,1606,3
379642,1002,879,2
379643,1694,1621,2
379644,251,194,3
379646,257,312,2
379647,392,1202,2
379648,1086,250,1
379650,84,1308,3
379651,697,418,2
379652,844,1458,3
379653,130,145,2
379654,84,1308,3
379655,282,113,2
379656,84,1308,3
379657,959,1095,3
379658,1233,1257,2
379660,686,594,3
379661,342,500,2
379662,1196,1181,3
379663,1522,1009,2
379664,619,145,2
379665,1070,1423,2
379666,1374,1278,2
379667,1533,602,2
379669,330,986,2
379671,281,1424,2
379672,921,143,2
379673,1171,938,3
379674,173,788,2
379675,1432,362,2
379676,1375,805,3
379677,294,1687,3
379679,1007,485,3
379680,1084,194,3
379681,801,766,3
379682,1404,593,2
379683,1556,1009,2
379684,111,362,2
379685,416,1299,2
379687,1607,593,2
379688,958,1041,4
379689,1007,485,3
379690,360,1174,3
379691,1567,1531,2
379692,1578,1249,2
379693,333,1497,2
379694,437,92,2
379695,833,901,2
379696,1404,593,2
379697,126,871,2
379698,342,500,2
379699,337,653,1
379700,316,605,2
379701,962,945,2
379702,173,788,2
379703,1528,1426,2
379704,256,1257,2
379705,936,143,2
379706,215,1453,3
379707,1325,1684,2
379710,769,587,2
379711,123,214,3
379712,1172,810,2
379713,1639,1181,3
379716,959,1095,3
379718,1250,1423,2
379719,1674,1420,2
379720,1172,810,2
379721,342,500,2
379723,1533,602,2
379724,1007,485,3
379725,1432,362,2
379726,1049,1606,3
379727,928,20,3
379728,472,1259,2
379729,818,852,4
379730,876,580,3
379731,284,1009,2
379732,858,1426,2
379735,739,1181,3
379736,330,986,2
379738,1142,485,3
379739,1135,1329,3
379740,646,1606,3
379741,1455,213,3
379742,1415,14,3
379743,680,114,3
379744,29,1678,2
379745,1680,587,2
379746,1172,810,2
379747,619,145,2
379748,173,788,2
379750,769,587,2
379751,793,1066,3
379752,586,1519,2
379753,491,679,1
379754,1432,362,2
379755,1603,520,4
379756,263,143,2
379757,1498,580,3
379758,944,950,4
379759,270,143,2
379760,1285,1259,2
379761,1086,250,1
379762,1016,213,3
379763,686,594,3
379764,806,1497,2
379765,769,587,2
379766,988,727,2
379767,985,1502,2
379768,618,105,2
379769,969,1141,3
379770,195,1079,3
379771,739,1181,3
379772,1301,1034,2
379773,806,1497,2
379774,475,1550,3
379775,160,605,2
379776,1628,605,2
379777,1578,1249,2
379778,988,727,2
379779,1301,1034,2
379780,598,362,2
379781,959,1095,3
379782,1007,485,3
379783,342,500,2
379784,1301,1034,2
379786,1286,854,2
379787,1493,594,3
379788,769,587,2
379789,618,105,2
379790,1172,810,2
379791,173,788,2
379792,1320,879,2
379793,1578,1249,2
379794,414,206,3
379795,578,1278,2
379796,646,1606,3
379798,166,1259,2
379799,1084,194,3
379800,1271,1259,2
379801,1119,125,4
379802,1404,593,2
379803,403,1687,3
379805,769,587,2
379807,242,1531,2
379810,535,426,3
379811,1324,1181,3
379812,741,362,2
379813,1301,1034,2
379814,414,206,3
379815,331,1487,3
379816,624,871,2
379818,984,827,3
379819,342,500,2
379820,1117,14,3
379823,209,293,2
379824,173,788,2
379825,1142,485,3
379826,1413,1313,3
379827,196,1667,3
379828,1051,955,3
379829,1625,1141,3
379830,1221,1426,2
379831,1231,901,2
379832,1250,1423,2
379834,799,920,2
379835,342,500,2
379836,1663,1398,2
379837,1301,1034,2
379838,1483,561,2
379839,1441,1566,2
379840,406,872,2
379841,1114,113,2
379842,535,426,3
379843,959,1095,3
379844,1666,1684,2
379845,1172,810,2
379846,806,1497,2
379847,1051,955,3
379848,730,1482,1
379849,1694,1621,2
379850,324,1145,3
379851,492,362,2
379852,1432,362,2
379854,1070,1423,2
379855,342,500,2
379856,84,1308,3
379857,973,20,3
379858,1694,1621,2
379859,1477,206,3
379860,646,1606,3
379861,64,206,3
379862,691,1079,3
379863,173,788,2
379865,173,788,2
379866,260,1066,3
379867,1142,485,3
379868,289,1416,2
379869,858,1426,2
379870,184,1009,2
379872,227,602,2
379873,227,602,2
379874,242,1531,2
379875,342,500,2
379877,1262,1658,3
379878,564,214,3
379879,64,206,3
379880,115,1110,2
379881,58,766,3
379882,209,293,2
379883,1511,409,2
379884,173,788,2
379885,330,986,2
379886,741,362,2
379887,558,92,2
379888,273,362,2
379890,1404,593,2
379891,342,500,2
379893,1677,896,3
379895,342,500,2
379896,577,114,3
379897,1192,955,3
379898,741,362,2
379899,1578,1249,2
379900,1301,1034,2
379903,403,1687,3
379904,1250,1423,2
379905,619,145,2
379906,857,1272,3
379907,1483,561,2
379908,991,1259,2
379909,479,520,4
379910,655,1066,3
379912,1415,14,3
379913,1483,561,2
379914,1680,587,2
379915,595,186,3
379916,1007,485,3
379917,429,113,2
379918,342,500,2
379919,959,1095,3
379921,1070,1423,2
379922,342,500,2
379923,1301,1034,2
379924,1221,1426,2
379925,342,500,2
379926,508,362,2
379927,368,901,2
379928,619,145,2
379929,342,500,2
379930,436,1518,3
379931,1384,1458,3
379932,342,500,2
379933,646,1606,3
379934,1240,1546,3
379935,1244,500,2
379936,741,362,2
379937,984,827,3
379938,917,1374,3
379939,628,149,3
379940,352,859,1
379941,1244,500,2
379942,324,1145,3
379943,1040,1516,4
379944,1007,485,3
379945,342,500,2
379947,1084,194,3
379950,242,1531,2
379951,1135,1329,3
379952,1142,485,3
379953,1114,113,2
379954,1163,561,2
379955,29,1678,2
379956,1393,1383,3
379957,173,788,2
379958,1051,955,3
379959,782,1562,3
379960,374,131,3
379961,1250,1423,2
379962,320,854,2
379963,84,1308,3
379964,518,362,2
379966,1179,580,3
379968,729,1175,3
379971,924,1416,2
379972,1483,561,2
379973,474,903,2
379974,1164,1266,3
379976,531,1058,3
379977,324,1145,3
379978,671,1426,2
379979,545,143,2
379980,48,500,2
379981,135,1618,3
379982,1301,1034,2
379983,342,500,2
379984,414,206,3
379985,354,1009,2
379986,242,1531,2
379987,619,145,2
379988,130,145,2
379989,1084,194,3
379990,746,1200,2
379991,1483,561,2
379992,1483,561,2
379993,686,594,3
379994,1114,113,2
379995,302,1458,3
379997,677,226,3
379998,860,1515,3
379999,1205,580,3
380001,1135,1329,3
380002,741,362,2
380003,1114,113,2
380004,1059,1696,2
380005,1338,1278,2
380006,1250,1423,2
380007,595,186,3
380008,619,145,2
380010,1694,1621,2
380011,1049,1606,3
380013,421,1424,2
380014,959,1095,3
380015,458,732,3
380016,595,186,3
380017,618,105,2
380018,512,362,2
380019,508,362,2
380020,1344,713,3
380021,1142,485,3
380022,1117,14,3
380023,1244,500,2
380024,475,1550,3
380025,1244,500,2
380026,936,143,2
380027,769,587,2
380029,1255,587,2
380030,1007,485,3
380031,491,679,1
380032,228,1482,1
380033,342,500,2
380034,421,1424,2
380035,1135,1329,3
380036,858,1426,2
380037,619,145,2
380038,1344,713,3
380039,1375,805,3
380040,619,145,2
380041,1007,485,3
380042,1265,1136,3
380043,1670,1458,3
380044,535,426,3
380045,618,105,2
380046,1483,561,2
380047,360,1174,3
380049,173,788,2
380050,227,602,2
380051,637,92,2
380052,769,587,2
380054,126,871,2
380055,1172,810,2
380056,610,1239,3
380057,209,293,2
380058,508,362,2
380059,35,20,3
380060,1542,745,3
380061,1029,1181,3
380062,1680,587,2
380064,1535,727,2
380065,327,92,2
380066,342,500,2
380067,317,314,3
380068,1188,1497,2
380069,1271,1259,2
380070,1070,1423,2
380071,1026,351,2
380072,1221,1426,2
380073,564,214,3
380074,618,105,2
380075,550,1139,2
380077,1250,1423,2
380079,1472,605,2
380080,1135,1329,3
380081,342,500,2
380082,209,293,2
380083,227,602,2
380084,1493,594,3
380085,403,1687,3
380087,65,293,2
380088,1432,362,2
380089,1070,1423,2
380090,1003,61,2
380091,799,920,2
380092,173,788,2
380094,436,1518,3
380095,1220,125,4
380096,368,901,2
380097,618,105,2
380098,256,1257,2
380099,1680,587,2
380100,1051,955,3
380101,1421,105,2
380102,1007,485,3
380103,1177,381,2
380104,209,293,2
380105,1483,561,2
380106,508,362,2
380107,1642,121,3
380108,282,113,2
380109,34,1368,3
380110,176,713,3
380112,683,1606,3
380113,387,1621,2
380114,209,293,2
380115,1051,955,3
380116,1605,1531,2
380117,64,206,3
380118,1359,1215,3
380119,227,602,2
380120,1639,1181,3
380121,471,1368,3
380122,330,986,2
380123,1342,362,2
380124,844,1458,3
380125,1135,1329,3
380126,595,186,3
380127,618,105,2
380128,72,620,4
380129,921,143,2
380130,1634,143,2
380131,561,395,1
380132,558,92,2
380133,628,149,3
380134,1504,587,2
380137,1250,1423,2
380139,1410,1495,2
380140,1204,1215,3
380141,1051,955,3
380142,723,995,2
380143,1262,1658,3
380144,1493,594,3
380145,1114,113,2
380146,1530,879,2
380147,801,766,3
380148,342,500,2
380149,342,500,2
380150,1196,1181,3
380152,1410,1495,2
380153,1221,1426,2
380155,769,587,2
380156,126,871,2
380157,996,1259,2
380158,184,1009,2
380159,1634,143,2
380160,173,788,2
380161,342,500,2
380162,282,113,2
380163,490,647,3
380164,227,602,2
380165,342,500,2
380166,311,1259,2
380168,928,20,3
380169,499,986,2
380170,342,500,2
380172,1258,1386,4
380173,1530,879,2
380175,1533,602,2
380176,244,1495,2
380177,1666,1684,2
380178,922,1687,3
380179,396,164,2
380180,706,713,3
380181,1587,1215,3
380182,1172,810,2
380183,1007,485,3
380184,508,362,2
380185,1301,1034,2
380186,421,1424,2
380187,1084,194,3
380188,1205,580,3
380189,48,500,2
380190,683,1606,3
380191,65,293,2
380192,269,33,2
380193,765,1229,2
380194,996,1259,2
380195,782,1562,3
380196,973,20,3
380197,512,362,2
380198,914,226,3
380199,844,1458,3
380200,421,1424,2
380201,1373,872,2
380202,1061,1259,2
380204,730,1482,1
380205,1179,580,3
380206,1070,1423,2
380207,396,164,2
380208,1301,1034,2
380209,1542,745,3
380210,749,1687,3
380211,1504,587,2
380212,973,20,3
380213,1043,226,3
380214,1301,1034,2
380216,228,1482,1
380217,1196,1181,3
380218,175,1492,3
380219,328,54,3
380220,195,1079,3
380221,1300,127,3
380222,637,92,2
380223,176,713,3
380224,628,149,3
380225,769,587,2
380226,525,1566,2
380227,450,1492,3
380229,1007,485,3
380230,331,1487,3
380232,1007,485,3
380233,302,1458,3
380234,1285,1259,2
380235,624,871,2
380236,106,381,2
380237,819,798,2
380238,1301,1034,2
380239,844,1458,3
380240,176,713,3
380241,1675,1550,3
380242,1142,485,3
380244,1380,1618,3
380245,1163,561,2
380247,1007,485,3
380248,1649,945,2
380249,595,186,3
380250,491,679,1
380251,1035,920,2
380252,1113,1145,3
380253,844,1458,3
380254,330,986,2
380255,47,381,2
380257,1680,587,2
380259,1244,500,2
380260,324,1145,3
380261,722,1110,2
380262,1638,766,3
380263,518,362,2
380264,988,727,2
380265,342,500,2
380266,730,1482,1
380267,196,1667,3
380268,730,1482,1
380270,769,587,2
380271,1533,602,2
380272,4,1266,3
380273,175,1492,3
380274,437,92,2
380275,976,1009,2
380276,1233,1257,2
380277,746,1200,2
380279,1142,485,3
380280,65,293,2
380281,421,1424,2
380282,1418,896,3
380283,342,500,2
380284,1114,113,2
380285,1504,587,2
380286,1172,810,2
380287,209,293,2
380288,126,871,2
380289,1529,805,3
380290,1301,1034,2
380291,1,854,2
380292,1575,138,4
380293,741,362,2
380294,173,788,2
380295,730,1482,1
380296,1084,194,3
380297,769,587,2
380299,1298,335,3
380300,535,426,3
380301,680,114,3
380302,417,1215,3
380304,1404,593,2
380305,769,587,2
380306,1051,955,3
380307,1589,1426,2
380308,173,788,2
380310,1007,485,3
380311,342,500,2
380312,769,587,2
380313,356,92,2
380314,1074,339,3
380316,1142,485,3
380320,1003,61,2
380321,228,1482,1
380322,342,500,2
380324,1255,587,2
380325,723,995,2
380326,769,587,2
380328,350,362,2
380329,967,378,1
380330,342,500,2
380331,269,33,2
380332,333,1497,2
380333,311,1259,2
380336,1216,859,1
380337,1282,25,2
380338,589,1308,3
380339,154,640,3
380342,227,602,2
380343,126,871,2
380344,1301,1034,2
380345,686,594,3
380346,1221,1426,2
380347,284,1009,2
380348,572,1066,3
380349,1069,362,2
380350,130,145,2
380351,1663,1398,2
380352,242,1531,2
380353,1526,1621,2
380354,1078,1249,2
380355,1301,1034,2
380356,691,1079,3
380357,421,1424,2
380358,1142,485,3
380359,1385,1202,2
380360,1114,113,2
380361,263,143,2
380362,1407,713,3
380363,1142,485,3
380364,64,206,3
380365,1578,1249,2
380366,342,500,2
380367,1418,896,3
380368,1393,1383,3
380369,173,788,2
380370,1135,1329,3
380373,1142,485,3
380374,619,145,2
380375,1250,1423,2
380376,209,293,2
380377,637,92,2
380378,342,500,2
380380,819,798,2
380381,1455,213,3
380382,1578,1249,2
380383,1007,485,3
380384,389,1259,2
380385,1287,1009,2
380386,988,727,2
380387,741,362,2
380388,0,605,2
380389,691,1079,3
380391,225,593,2
380392,324,1145,3
380394,822,1546,3
380395,618,105,2
380397,1663,1398,2
380398,123,214,3
380400,333,1497,2
380401,545,143,2
380402,342,500,2
380403,1680,587,2
380404,545,143,2
380405,1255,587,2
380406,396,164,2
380408,50,312,2
380410,421,1424,2
380411,926,852,4
380412,491,679,1
380413,923,1009,2
380414,1301,1034,2
380415,1007,485,3
380418,65,293,2
380419,1634,143,2
380420,1483,561,2
380421,739,1181,3
380422,117,1492,3
380423,324,1145,3
380425,1221,1426,2
380427,1098,897,3
380430,1007,485,3
380431,921,143,2
380432,421,1424,2
380433,282,113,2
380434,674,362,2
380435,342,500,2
380436,342,500,2
380437,1188,1497,2
380438,1163,561,2
380439,1179,580,3
380440,586,1519,2
380441,828,293,2
380442,1007,485,3
380443,578,1278,2
380444,1407,713,3
380445,819,798,2
380447,1301,1034,2
380448,1589,1426,2
380449,1483,561,2
380450,225,593,2
380452,1250,1423,2
380453,1338,1278,2
380454,1070,1423,2
380455,84,1308,3
380456,1233,1257,2
380457,741,362,2
380458,723,995,2
380460,360,1174,3
380461,1205,580,3
380463,1070,1423,2
380464,911,1531,2
380465,1163,561,2
380466,769,587,2
380467,806,1497,2
380468,342,500,2
380469,65,293,2
380470,1255,587,2
380471,176,713,3
380472,256,1257,2
380473,739,1181,3
380475,3,1281,3
380477,219,1081,2
380478,97,1687,3
380479,445,1308,3
380480,1663,1398,2
380481,173,788,2
380482,1255,587,2
380483,389,1259,2
380484,390,1546,3
380485,619,145,2
380486,499,986,2
380487,1011,745,3
380489,1301,1034,2
380490,342,500,2
380491,1051,955,3
380492,996,1259,2
380493,1089,1621,2
380494,1037,402,3
380496,1086,250,1
380497,1558,323,3
380498,421,1424,2
380499,242,1531,2
380500,1007,485,3
380501,1589,1426,2
380502,1221,1426,2
380503,1250,1423,2
380504,173,788,2
380505,324,1145,3
380506,937,1174,3
380507,695,959,4
380508,1244,500,2
380509,1114,113,2
380510,342,500,2
380511,356,92,2
380512,703,1531,2
380513,48,500,2
380514,1193,1453,3
380516,619,145,2
380517,263,143,2
380518,1404,593,2
380519,242,1531,2
380520,739,1181,3
380521,619,145,2
380522,1,854,2
380523,926,852,4
380524,342,500,2
380525,1244,500,2
380526,769,587,2
380527,256,1257,2
380530,389,1259,2
380531,1250,1423,2
380532,1240,1546,3
380533,130,145,2
380534,1261,25,2
380535,64,206,3
380536,176,713,3
380537,730,1482,1
380538,1244,500,2
380540,821,1012,3
380541,1007,485,3
380542,739,1181,3
380543,282,113,2
380544,646,1606,3
380545,50,312,2
380546,126,871,2
380547,29,1678,2
380548,730,1482,1
380549,597,1329,3
380550,106,381,2
380551,282,113,2
380552,1301,1034,2
380553,595,186,3
380556,1076,986,2
380557,1142,485,3
380558,959,1095,3
380560,988,727,2
380561,65,293,2
380562,1474,480,3
380563,406,872,2
380564,342,500,2
380565,911,1531,2
380566,1338,1278,2
380567,769,587,2
380569,1172,810,2
380571,1388,1249,2
380572,1387,933,2
380573,173,788,2
380574,1007,485,3
380576,1317,897,3
380577,1171,938,3
380578,646,1606,3
380579,333,1497,2
380580,1084,194,3
380582,352,859,1
380583,352,859,1
380584,1576,1012,3
380585,1574,1257,2
380588,977,871,2
380589,683,1606,3
380590,828,293,2
380591,518,362,2
380592,1325,1684,2
380593,1628,605,2
380594,1248,1368,3
380596,769,587,2
380597,48,500,2
380599,694,561,2
380600,1142,485,3
380601,48,500,2
380602,1069,362,2
380603,1084,194,3
380604,1286,854,2
380605,1511,409,2
380606,1455,213,3
380607,598,362,2
380609,1623,1066,3
380610,176,713,3
380611,1589,1426,2
380612,5,1637,3
380613,1114,113,2
380614,56,1497,2
380615,499,986,2
380616,1343,25,2
380617,984,827,3
380618,499,986,2
380619,1301,1034,2
380620,1511,409,2
380621,1080,1281,3
380622,575,1257,2
380623,1250,1423,2
380624,1172,810,2
380625,1634,143,2
380626,1051,955,3
380628,64,206,3
380629,769,587,2
380630,512,362,2
380631,173,788,2
380632,842,1518,3
380633,1142,485,3
380634,1026,351,2
380635,1070,1423,2
380636,342,500,2
380637,1280,605,2
380638,1142,485,3
380639,1645,1534,3
380640,1220,125,4
380641,1035,920,2
380642,1483,561,2
380644,633,568,3
380645,1179,580,3
380646,1007,485,3
380647,421,1424,2
380649,1040,1516,4
380650,1301,1034,2
380651,1493,594,3
380653,1374,1278,2
380654,491,679,1
380655,414,206,3
380656,996,1259,2
380657,1135,1329,3
380658,342,500,2
380659,1179,580,3
380660,799,920,2
380661,1250,1423,2
380662,952,362,2
380663,741,362,2
380664,342,500,2
380665,1172,810,2
380666,499,986,2
380667,1111,835,3
380668,1493,594,3
380669,1280,605,2
380670,1255,587,2
380671,1387,933,2
380672,1338,1278,2
380673,389,1259,2
380674,1503,580,3
380675,1077,1081,2
380676,333,1497,2
380677,1493,594,3
380678,65,293,2
380679,1504,587,2
380680,741,362,2
380681,1250,1423,2
380682,694,561,2
380683,1007,485,3
380685,429,113,2
380686,1007,485,3
380687,619,145,2
380688,1018,1331,4
380689,5,1637,3
380690,686,594,3
380691,1002,879,2
380692,1111,835,3
380693,1338,1278,2
380694,1277,312,2
380696,1680,587,2
380697,855,1591,2
380698,342,500,2
380699,1489,1009,2
380700,1142,485,3
380701,173,788,2
380702,1253,127,3
380703,858,1426,2
380704,508,362,2
380706,1500,1515,3
380707,342,500,2
380708,117,1492,3
380709,1173,805,3
380710,130,145,2
380711,1577,362,2
380712,284,1009,2
380713,1417,1329,3
380714,619,145,2
380716,1240,1546,3
380717,1622,1292,3
380718,386,1095,3
380720,988,727,2
380722,350,362,2
380723,984,827,3
380724,1301,1034,2
380725,1282,25,2
380728,1073,580,3
380729,524,1145,3
380730,1279,1606,3
380731,1061,1259,2
380733,406,872,2
380734,491,679,1
380735,996,1259,2
380736,48,500,2
380737,1286,854,2
380738,858,1426,2
380739,173,788,2
380740,769,587,2
380741,1483,561,2
380743,719,908,4
380744,984,827,3
380745,618,105,2
380746,1623,1066,3
380747,196,1667,3
380748,227,602,2
380749,1565,1481,3
380750,1431,1066,3
380751,1147,1027,2
380752,1542,745,3
380753,558,92,2
380754,1255,587,2
380755,769,587,2
380756,988,727,2
380757,64,206,3
380758,1142,485,3
380759,1404,593,2
380760,741,362,2
380761,227,602,2
380762,1286,854,2
380764,1007,485,3
380765,196,1667,3
380766,1135,1329,3
380767,508,362,2
380768,196,1667,3
380769,421,1424,2
380770,1007,485,3
380771,48,500,2
380772,342,500,2
380773,1419,362,2
380774,1385,1202,2
380775,327,92,2
380776,1250,1423,2
380777,84,1308,3
380778,1084,194,3
380779,374,131,3
380780,1115,949,3
380781,190,755,1
380782,1007,485,3
380783,1007,485,3
380784,508,362,2
380785,523,593,2
380786,769,587,2
380787,730,1482,1
380788,342,500,2
380790,988,727,2
380791,1142,485,3
380792,1051,955,3
380793,479,520,4
380794,1533,602,2
380795,1480,1398,2
380796,330,986,2
380797,227,602,2
380798,844,1458,3
380799,227,602,2
380800,491,679,1
380803,1114,113,2
380805,342,500,2
380806,1142,485,3
380808,683,1606,3
380809,1623,1066,3
380810,808,1272,3
380811,406,872,2
380812,499,986,2
380813,208,33,2
380814,209,293,2
380815,1248,1368,3
380816,173,788,2
380818,1378,322,3
380819,806,1497,2
380820,1196,1181,3
380821,56,1497,2
380822,491,679,1
380824,1303,252,3
380825,421,1424,2
380826,619,145,2
380827,691,1079,3
380828,1248,1368,3
380829,1069,362,2
380830,624,871,2
380831,1059,1696,2
380832,1173,805,3
380833,223,131,3
380834,1404,593,2
